title,winery,region,ratings,number of ratings
Levigne Chianti Classico Riserva 2013,Istine,Italy·Chianti Classico,3.7,64
Contrada Monte Serra 2016,Benanti,Italy·Etna,3.7,64
Crudo Shiraz 2017,Luke Lambert,Australia·Yarra Valley,3.7,64
Le Petit Caillou Saint-Julien 2011,Château Ducru-Beaucaillou,France·Saint-Julien,3.7,60
La Sagesse 2018,Gramenon,France·Côtes-du-Rhône,3.7,60
Tyros Cabernet Sauvignon 2015,Silenus,United States·Napa Valley,3.7,54
Saint-Julien 2015,Château Peymartin,France·Saint-Julien,3.7,49
Cabernet Franc 2016,Clau de Nell,France·Anjou,3.7,47
Graves Rouge 2016,Château de Cérons,France·Graves,3.7,44
Chardonnay 2018,Meyer Family Vineyards,Canada·Okanagan Valley,3.7,41
Tarraford Vineyard Syrah 2016,Giant Steps,Australia·Yarra Valley,3.7,37
Pinot Noir 2017,Lightning Rock,Canada·British Columbia,3.7,32
Tapada de Coelheiros Branco 2017,Herdade dos Coelheiros,Portugal·Alentejano,3.7,27
Cuvée Paul Monthélie 2015,Paul Garaudet,France·Monthélie,3.7,27
Colheita Seleccionada Tinto 2014,Cabriz,Portugal·Dão,3.6,1516
The Footbolt Shiraz 2016,d'Arenberg,Australia·McLaren Vale,3.6,1326
Médoc 2010,Château Vieux Robin,France·Médoc,3.6,255
Nebbiolo Langhe 2015,Azelia,Italy·Langhe,3.6,129
Louis Eden Valley Sémillon 2015,Henschke,Australia·Eden Valley,3.6,69
L'Emouvante 2018,Gramenon,France·Côtes-du-Rhône,3.6,40
Crimson Pinot Noir 2016,Ata Rangi,New Zealand·Martinborough,3.5,387
Côte-De-Beaune Villages 2014,Olivier Leflaive,France·Côte de Beaune Villages,3.5,63
Syrah 2016,Creekside,Canada·Niagara Peninsula,3.5,50
Crianza 2012,Finca de los Arandinos,Spain·Rioja,3.4,197
Haut-Médoc 2006,Château de Villegeorge,France·Haut-Médoc,3.4,47
'Rippon' Mature Vine Riesling 2017,Rippon,New Zealand·Central Otago,3.2,109
Mirabilis Grande Reserva Branco 2018,Quinta Nova de Nossa Senhora do Carmo,Portugal·Douro,4.6,25
Cabernet Sauvignon 2018,Austin Hope,United States·Paso Robles,4.5,2303
Principal Grande Reserva Branco 2011,Colinas de São Lourenço,Portugal·Bairrada,4.5,104
Selection Vieilles Vignes Pouilly-Fuissé 2016,Domaine Giroux,France·Pouilly-Fuissé,4.5,48
Brunello di Montalcino 2015,La Gerla,Italy·Brunello di Montalcino,4.5,46
Highland Divide Chardonnay 2017,DuMOL,United States·Russian River Valley,4.5,41
Graacher Himmelreich Riesling Auslese 2017,Joh. Jos. Prüm,Germany·Graach,4.5,32
Il Pino di Biserno 2017,Biserno,Italy·Toscana,4.4,519
Voyage 5 N.V.,Red Schooner,Argentina·Mendoza,4.4,1303
Blue Eyed Boy Shiraz 2017,Mollydooker,Australia·Langhorne Creek,4.4,1235
Napa Valley Cabernet Sauvignon 2016,Pine Ridge,United States·Napa Valley,4.4,843
Quinta da Leda Douro 2015,Casa Ferreirinha,Portugal·Douro,4.4,811
Amarone della Valpolicella Classico 2014,Zenato,Italy·Amarone della Valpolicella Classico,4.4,1772
Nota Bene 2016,Black Hills Estate,Canada·Black Sage - Osoyoos,4.4,356
Purple Angel 2017,Montes,Chile·Colchagua Valley,4.4,202
Bandol Rouge 2018,Domaine Tempier,France·Bandol,4.4,163
Deux Roches Vieilles Vignes Pouilly-Fuissé 2017,Collovray & Terrier,France·Pouilly-Fuissé,4.4,146
Castillon - Côtes de Bordeaux 2016,Domaine de l'Aurage,France·Castillon - Côtes de Bordeaux,4.4,132
One 2014,Heartland,Australia·Langhorne Creek,4.4,49
Pinot Noir 2017,Paul Hobbs,United States·Russian River Valley,4.4,41
Syrah 2016,Benevolent Neglect,United States·California,4.4,34
Pinot Noir 2018,Twomey,United States·Russian River Valley,4.4,34
The Prisoner 2017,The Prisoner,United States·Napa Valley,4.3,8047
Reserva Vinhas Velhas 2015,Quinta do Crasto,Portugal·Douro,4.3,3367
Reserva Vinhas Velhas 2013,Quinta do Crasto,Portugal·Douro,4.3,3076
Badia a Passignano Gran Selezione Chianti Classico 2015,Antinori,Italy·Chianti Classico,4.3,2346
The Investor Red 2015,Stags' Leap,United States·Napa Valley,4.3,2073
Anderson Valley Pinot Noir 2016,Goldeneye,United States·Anderson Valley,4.3,2010
Bramare Cabernet Sauvignon 2016,Viña Cobos,Argentina·Lujan de Cuyo,4.3,1910
Châteauneuf-du-Pape 2013,Château de Beaucastel,France·Châteauneuf-du-Pape,4.3,1163
Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2012,Masi,Italy·Amarone della Valpolicella,4.3,1050
Cabernet Sauvignon 2015,Clos du Val,United States·Napa Valley,4.3,945
Le Serre Nuove 2017,Ornellaia,Italy·Bolgheri,4.3,925
Victorino 2012,Teso La Monja,Spain·Toro,4.3,661
Premier Cuvée Pinot Noir 2015,Archery Summit,United States·Willamette Valley,4.3,426
Amarone della Valpolicella Vigna Garzon 2014,Pieropan,Italy·Amarone della Valpolicella,4.3,388
Parcela Única Escolha 2015,Anselmo Mendes,Portugal·Monção e Melgaço,4.3,284
Cabernet Sauvignon 2014,Smith-Madrone Winery & Vineyards,United States·Spring Mountain District,4.3,258
Amarone della Valpolicella Vigna Garzon 2015,Pieropan,Italy·Amarone della Valpolicella,4.3,248
Parcela Única Escolha 2017,Anselmo Mendes,Portugal·Monção e Melgaço,4.3,178
The Stocks Shiraz 2013,Woodstock Wine Estate,Australia·McLaren Vale,4.3,177
Triptyque Pouilly-Fumé 2014,Domaine A Cailbourdin,France·Pouilly-Fumé,4.3,176
Barolo Ravera 2014,G.D. Vajra,Italy·Barolo,4.3,151
Amano Remolinos Vineyard 2014,Decero,Argentina·Agrelo,4.3,150
Orphan Bank Shiraz 2016,Langmeil,Australia·Barossa,4.3,146
Chester Kidder 2015,Long Shadows,United States·Columbia Valley,4.3,143
Châteauneuf-du-Pape 2013,Domaine du Banneret,France·Châteauneuf-du-Pape,4.3,120
Domaine Eden Pinot Noir 2016,Mount Eden Vineyards,United States·Santa Cruz Mountains,4.3,102
Riserva Nova Domus Terlaner 2017,Terlan (Terlano),Italy·Südtirol - Alto Adige,4.3,88
Sorgente Rosso di Montalcino 2015,Salicutti,Italy·Rosso di Montalcino,4.3,74
Venom 2016,Seghesio,United States·Alexander Valley,4.3,74
Clos de Beaujeu Sancerre 2017,Gérard Boulay,France·Sancerre,4.3,68
Brunello di Montalcino 2015,Poggio Antico,Italy·Brunello di Montalcino,4.3,58
Santacroce 2007,Castell'in Villa,Italy·Toscana,4.3,51
Gibbston Vineyard Pinot Noir 2018,Valli,New Zealand·Central Otago,4.3,50
Brunello di Montalcino 2014,Azienda Agricola Il Colle,Italy·Brunello di Montalcino,4.3,44
Barrua 2016,Punica,Italy·Isola dei Nuraghi,4.3,43
Craighall Chardonnay 2017,Ata Rangi,New Zealand·Martinborough,4.3,36
Syrah Toscana Collezione de Marchi 2007,Isole e Olena,Italy·Toscana,4.3,36
Vallocchio Brunello di Montalcino 2015,Fanti,Italy·Brunello di Montalcino,4.3,34
Gibson Block (Estate Grown) Syrah 2016,Marietta,United States·McDowell Valley,4.3,32
Arnaut Boushey Vineyard Syrah 2016,Avennia,United States·Yakima Valley,4.3,30
Brunello di Montalcino 2013,Tenuta CastelGiocondo,Italy·Brunello di Montalcino,4.2,5066
Selección Especial Sardon de Duero 2015,Abadia Retuerta,Spain·Sardón de Duero,4.2,3933
Clos de l'Oratoire des Papes Châteauneuf-du-Pape 2016,Ogier,France·Châteauneuf-du-Pape,4.2,3904
Viña Ardanza Reserva 2008,La Rioja Alta,Spain·Rioja,4.2,3506
Reserva Vinhas Velhas 2014,Quinta do Crasto,Portugal·Douro,4.2,3094
Brunello di Montalcino 2013,Fattoria dei Barbi,Italy·Brunello di Montalcino,4.2,2860
Pinot Noir 2017,Flowers,United States·Sonoma Coast,4.2,1100
Beso de Dante 2015,Luca,Argentina·Mendoza,4.2,1082
Barolo Castiglione 2015,Vietti,Italy·Barolo,4.2,993
Brunello di Montalcino 2013,La Poderina,Italy·Brunello di Montalcino,4.2,982
Numanthia 2008,Numanthia,Spain·Toro,4.2,973
Mormoreto Toscana 2012,Castello Nipozzano,Italy·Toscana,4.2,849
Pinot Bianco Riserva Vorberg 2015,Terlan (Terlano),Italy·Südtirol - Alto Adige,4.2,814
Chianti Classico Vigneto Gran Selezione San Lorenzo 2015,Castello di Ama,Italy·Chianti Classico,4.2,799
Knights Valley Cabernet Sauvignon 2016,Freemark Abbey,United States·Knights Valley,4.2,719
Bella's Garden Shiraz 2016,Two Hands,Australia·Barossa Valley,4.2,697
Castello di Brolio Gran Selezione Chianti Classico 2015,Ricasoli,Italy·Chianti Classico,4.2,681
Piastraia Bolgheri Superiore 2015,Michele Satta,Italy·Bolgheri Superiore,4.2,598
Taurasi Riserva Radici 2011,Mastroberardino,Italy·Taurasi,4.2,597
Pinot Noir 2016,Hartford Court,United States·Russian River Valley,4.2,585
Mormoreto Toscana 2009,Castello Nipozzano,Italy·Toscana,4.2,579
Auténtico Malbec 2018,Colomé,Argentina·Cafayate Valley,4.2,536
Châteauneuf-du-Pape (Cuvée Tradition) 2016,Bosquet des Papes,France·Châteauneuf-du-Pape,4.2,497
Vi de Vila Gratallops 2015,Álvaro Palacios,Spain·Priorat,4.2,482
Bannockburn Pinot Noir 2018,Felton Road,New Zealand·Central Otago,4.2,476
Tinto 2013,Mouchão,Portugal·Alentejano,4.2,463
Prima Pietra 2015,Tenuta Prima Pietra,Italy·Toscana,4.2,413
Vintage Tunina 2017,Jermann,Italy·Venezia Giulia,4.2,390
Côte de Brouilly Cuvée Zaccharie 2017,Château Thivin,France·Côte de Brouilly,4.2,369
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,Clos des Jacobins,France·Saint-Émilion Grand Cru,4.2,351
Brunello di Montalcino 2013,Ridolfi,Italy·Brunello di Montalcino,4.2,340
Brunello di Montalcino 2015,Tenuta Il Poggione,Italy·Brunello di Montalcino,4.2,339
Lily's Garden Shiraz 2014,Two Hands,Australia·McLaren Vale,4.2,318
Veneto Primofiore Rosso 2016,Quintarelli Giuseppe,Italy·Veneto,4.2,278
Sonoma Coast Chardonnay 2017,Flowers,United States·Sonoma Coast,4.2,257
Margaux 2016,Château d'Angludet,France·Margaux,4.2,250
Sangioveto di Toscana 2011,Coltibuono,Italy·Toscana,4.2,228
Cabernet Sauvignon 2015,Freemark Abbey,United States·Napa Valley,4.2,219
Ribolla Gialla 2015,Damijan Podversic,Italy·Venezia Giulia,4.2,215
Cabernet Sauvignon  2017,Sequoia Grove,United States·Napa Valley,4.2,206
Graacher Himmelreich Riesling Spätlese 2012,Joh. Jos. Prüm,Germany·Graach,4.2,205
Châteauneuf-du-Pape Réserve 2015,Roger Sabon,France·Châteauneuf-du-Pape,4.2,192
Reserve Pinot Noir 2016,Stoller Family Estate,United States·Dundee Hills,4.2,185
Condrieu Les Chaillets 2012,Yves Cuilleron,France·Condrieu,4.2,181
Saint Cosme Châteauneuf-du-Pape 2016,Château de Saint Cosme,France·Châteauneuf-du-Pape,4.2,175
Morisoli Vineyard Zinfandel 2013,Elyse,United States·Rutherford,4.2,171
Parcela Única Escolha 2013,Anselmo Mendes,Portugal·Monção e Melgaço,4.2,165
Zéphirine Pinot Noir 2016,RoseRock,United States·Eola-Amity Hills,4.2,162
Eleventh Post 2013,Two Sisters,Canada·Niagara River,4.2,160
Bandol Blanc 2018,Domaine Tempier,France·Bandol,4.2,142
Veneto Bianco Secco 2018,Quintarelli Giuseppe,Italy·Veneto,4.2,137
Cabernet Sauvignon 2016,Freemark Abbey,United States·Napa Valley,4.2,135
The Estate Vineyards Pinot Noir 2016,Walter Hansel,United States·Russian River Valley,4.2,133
Lily's Garden Shiraz 2017,Two Hands,Australia·McLaren Vale,4.2,132
Graacher Himmelreich Riesling Spätlese 2015,Joh. Jos. Prüm,Germany·Graach,4.2,117
Brunello di Montalcino 2015,Ciacci Piccolomini d'Aragona,Italy·Brunello di Montalcino,4.2,108
Wehlener Sonnenuhr Riesling Auslese 2015,Joh. Jos. Prüm,Germany·Wehlen,4.2,99
Cahill Lane Vineyard Pinot Noir 2016,Walter Hansel,United States·Russian River Valley,4.2,96
Rocche dell’Annunziata Barolo 2012,Erbaluna,Italy·Barolo,4.2,92
Iugum Merlot - Cabernet Sauvignon 2014,Peter Dipoli,Italy·Südtirol - Alto Adige,4.2,92
Sotanum 2012,Les Vins de Vienne - Cuilleron-Gaillard-Villard,France·Collines Rhodaniennes,4.2,86
Merlot 2016,Merryvale,United States·Napa Valley,4.2,76
Pelagrilli Brunello di Montalcino 2015,Siro Pacenti,Italy·Brunello di Montalcino,4.2,69
Waitaki Vineyard Pinot Noir 2018,Valli,New Zealand·Waitaki,4.2,25
Meritage 2016,Burrowing Owl,Canada·Okanagan Valley,4.2,61
Riva Rocca Barolo 2015,Claudio Alario,Italy·Barolo,4.2,58
Monts Damnés Sancerre 2017,Gérard Boulay,France·Sancerre,4.2,58
The North Slope Vineyard Pinot Noir 2017,Walter Hansel,United States·Russian River Valley,4.2,51
Riesling 2016,Two Sisters,Canada·Twenty Mile Bench,4.2,49
La Regola Rosso 2012,La Regola,Italy·Toscana,4.2,47
Clos du Bourg Vouvray Demi-Sec 2017,Domaine Huet,France·Vouvray,4.2,45
Tinto Roriz 2015,Quinta do Vallado,Portugal·Douro,4.2,44
Brunello di Montalcino 2015,Solaria Patrizia Cencioni,Italy·Brunello di Montalcino,4.2,35
Craighall Vineyard Riesling 2016,Dry River,New Zealand·Martinborough,4.2,33
Châteauneuf-du-Pape 2017,Domaine de Ferrand,France·Châteauneuf-du-Pape,4.2,31
Pinot Noir 2015,Irrewarra,Australia·Geelong,4.2,30
Summit 2016,Mt. Boucherie,Canada·British Columbia,4.2,29
Terra d'Eclano Aglianico Irpinia 2017,Quintodecimo,Italy·Irpinia,4.2,28
Graacher Domprobst Riesling Spätlese 2018,Willi Schaefer,Germany·Mosel,4.2,27
Lalande-de-Pomerol 2001,Château Grand Ormeau,France·Lalande-de-Pomerol,4.2,25
Fruttaio Ca’ Rizzieri Sfursat di Valtellina 2016,Aldo Rainoldi,Italy·Sforzato della Valtellina,4.2,64
Guidalberto 2017,Tenuta San Guido,Italy·Toscana,4.1,2593
Estate Cabernet Sauvignon 2013,Silverado Vineyards,United States·Napa Valley,4.1,1774
Châteauneuf-du-Pape 2015,Château La Nerthe,France·Châteauneuf-du-Pape,4.1,1750
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,Château Carbonnieux,France·Pessac-Léognan,4.1,1028
Taurasi Radici 2014,Mastroberardino,Italy·Taurasi,4.1,947
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,Château Fombrauge,France·Saint-Émilion Grand Cru,4.1,921
Chardonnay 2015,Grgich Hills,United States·Napa Valley,4.1,704
Fumé Blanc 2014,Grgich Hills,United States·Napa Valley,4.1,659
Sancerre Rouge 2015,Domaine Vacheron,France·Sancerre,4.1,621
1882 Cabernet Sauvignon 2014,Inglenook,United States·Rutherford,4.1,470
Dundee Hills Pinot Noir 2016,Stoller Family Estate,United States·Dundee Hills,4.1,404
Saint-Émilion Grand Cru (Grand Cru Classé) 2014,Château La Dominique,France·Saint-Émilion Grand Cru,4.1,370
Cuvée Bois Chardonnay 2015,Les Cretes,Italy·Valle d'Aosta,4.1,356
Saint-Joseph Silice 2017,Coursodon,France·Saint-Joseph,4.1,327
Brunello di Montalcino 2012,La Lecciaia,Italy·Brunello di Montalcino,4.1,307
Villa Bucci Riserva 2015,Bucci,Italy·Verdicchio dei Castelli di Jesi Riserva,4.1,293
Pinot Noir 2016,North Valley,United States·Willamette Valley,4.1,281
Clos de Mosny 2015,La Taille Aux Loups,France·Montlouis-sur-Loire,4.1,264
Claret 2016,Ramey,United States·Napa Valley,4.1,258
Pomerol 2014,Château Lafleur-Gazin,France·Pomerol,4.1,211
Anderson Valley Pinot Noir 2016,Long Meadow Ranch,United States·Anderson Valley,4.1,196
The Offering 2015,Sans Liege,United States·Santa Barbara County,4.1,194
Barolo 2009,Comm. G.B. Burlotto,Italy·Barolo,4.1,171
Linda Vista Vineyard Chardonnay 2018,Matthiasson,United States·Napa Valley,4.1,153
Serra della Contessa Etna Rosso 2014,Benanti,Italy·Etna,4.1,152
Brunello di Montalcino 2014,La Magia,Italy·Brunello di Montalcino,4.1,150
Vouvray Le Mont Demi-Sec 2017,Domaine Huet,France·Vouvray,4.1,150
Brunello di Montalcino 2015,Fattoria dei Barbi,Italy·Brunello di Montalcino,4.1,147
Pora Barbaresco 2016,Musso,Italy·Barbaresco,4.1,145
Bugialla Chianti Classico Riserva 2015,Poggerino,Italy·Chianti Classico,4.1,141
Gattinara Tre Vigne 2014,Travaglini,Italy·Gattinara,4.1,131
Condrieu 2017,Pierre Gaillard,France·Condrieu,4.1,131
Rocche dell'Annunziata Barolo 2015,Rocche Costamagna,Italy·Barolo,4.1,118
Châteauneuf du Pape Rouge 2017,La Bastide Saint Dominique,France·Châteauneuf-du-Pape,4.1,115
Pinot Noir Ryan Vineyard 2009,Calera,United States·Mount Harlan,4.1,103
Gigondas Les Racines 2016,Domaine Les Pallières,France·Gigondas,4.1,98
Derthona Montecitorio 2015,Vigneti Massa,Italy·Piemonte,4.1,95
Ried Liebenberg Grüner Veltliner Smaragd 2015,Josef Jamek,Austria·Wachau,4.1,95
Châteauneuf-du-Pape 2015,Piedlong,France·Châteauneuf-du-Pape,4.1,92
Costa del Vento Derthona 2016,Vigneti Massa,Italy·Piemonte,4.1,91
Brunello di Montalcino 2015,Caparzo,Italy·Brunello di Montalcino,4.1,90
Las Colinas Syrah 2012,Radio-Coteau,United States·Sonoma Coast,4.1,85
Brunello di Montalcino 2013,Voliero,Italy·Brunello di Montalcino,4.1,84
Sagrantino Montefalco Chiusa di Pannone 2010,Antonelli San Marco,Italy·Montefalco,4.1,77
Old Paddock & Old Hill Shiraz 2014,Mount Pleasant,Australia·Hunter Valley,4.1,72
Chardonnay 2014,Moss Wood,Australia·Margaret River,4.1,67
Dry Creek Valley Zinfandel 2013,Elyse,United States·Dry Creek Valley,4.1,64
Graacher Himmelreich Riesling Auslese 2015,Joh. Jos. Prüm,Germany·Graach,4.1,62
Riesling Roche Granitique 2017,Domaine Zind Humbrecht,France·Alsace,4.1,59
Proprietary Red 2017,Paraduxx,United States·Napa Valley,4.1,59
Brunello di Montalcino 2015,Fossacolle,Italy·Brunello di Montalcino,4.1,54
Saint-Émilion Grand Cru 2015,Château Laforge,France·Saint-Émilion Grand Cru,4.1,48
Estate Pinot Noir 2016,Bethel Heights,United States·Eola-Amity Hills,4.1,48
Carpe Diem 2014,Domaine de l'Ecu,France·Vin de France,4.1,47
Kallstadter Saumagen Riesling Auslese 2012,Koehler-Ruprecht,Germany·Pfalz,4.1,46
Selección Personal 2016,Abel Mendoza Monge,Spain·Rioja,4.1,44
Gaia 2012,Grosset,Australia·Clare Valley,4.1,41
Brunello di Montalcino 2010,Cava d'Onice,Italy·Brunello di Montalcino,4.1,41
Arione Barolo 2014,Gigi Rosso,Italy·Barolo,4.1,41
Brunello di Montalcino 2015,Podere Brizio,Italy·Brunello di Montalcino,4.1,38
Gran Selezione Chianti Classico 2015,Carpineto,Italy·Chianti Classico,4.1,38
Remus Old Vine Shiraz 2016,Sons of Eden,Australia·Eden Valley,4.1,34
Marsannay 'Les Longeroies' 2017,Domaine Bruno Clair,France·Marsannay,4.1,32
Graacher Himmelreich Riesling Auslese 2016,Joh. Jos. Prüm,Germany·Graach,4.1,27
Estate Chardonnay 2015,Bethel Heights,United States·Eola-Amity Hills,4.1,27
Cabernet Sauvignon 2014,Amavi,United States·Walla Walla Valley,4,427
Henry's Seven 2016,Henschke,Australia·Barossa,4,598
Assyrtiko 2018,Argyros,Greece·Santorini,4,503
Emily's Cabernet Sauvignon 2016,Miner,United States·Napa Valley,4,469
The Dead Arm Shiraz 2016,d'Arenberg,Australia·McLaren Vale,4,762
Castillon - Côtes de Bordeaux 2016,Château d'Aiguilhe,France·Castillon - Côtes de Bordeaux,4,340
Légende (R) Pauillac 2015,Barons de Rothschild (Lafite),France·Pauillac,4,340
Fumé Blanc 2015,Grgich Hills,United States·Napa Valley,4,339
Chardonnay 2015,Dog Point,New Zealand·Marlborough,4,320
Saint-Émilion Grand Cru 2012,Château Trianon,France·Saint-Émilion Grand Cru,4,261
Pessac-Léognan (Grand Cru Classé de Graves) 2015,Château Bouscaut,France·Pessac-Léognan,4,243
Cabernet Sauvignon 2016,Vasse Felix,Australia·Margaret River,4,235
Rovittello Etna Rosso 2014,Benanti,Italy·Etna,4,193
Châteauneuf-du-Pape 2017,Domaine Saint Préfert,France·Châteauneuf-du-Pape,4,188
Côtes du Rhône Rouge 2017,Domaine Jamet,France·Côtes-du-Rhône,4,184
Châteauneuf-du-Pape Les Olivets 2012,Roger Sabon,France·Châteauneuf-du-Pape,4,179
Bourgogne Hautes-Côtes de Nuits 2015,A.F. Gros,France·Bourgogne Hautes-Côtes de Nuits,4,178
Côtes de Tablas 2015,Tablas Creek Vineyard,United States·Paso Robles,4,173
Pomerol 2012,Château La Création,France·Pomerol,4,171
Reserve Pinot Noir 2015,Lange,United States·Willamette Valley,4,167
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2010,Château Latour-Martillac,France·Pessac-Léognan,4,165
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,Château Latour-Martillac,France·Pessac-Léognan,4,163
Gigondas Les Racines 2015,Domaine Les Pallières,France·Gigondas,4,162
Estate Vineyards Chardonnay 2016,Stonestreet,United States·Alexander Valley,4,149
Amarone della Valpolicella Classico 2008,Spinosa,Italy·Amarone della Valpolicella Classico,4,143
Pinot Noir 2015,50th Parallel Estate,Canada·Okanagan Valley,4,134
José de Sousa Mayor Alentejano 2016,José Maria da Fonseca,Portugal·Alentejano,4,128
Coal River Valley Pinot Noir (Single Site) 2016,Dalrymple,Australia·Coal River Valley,4,128
Trois Cepages Arbois 2016,Domaine du Pelican,France·Arbois,4,114
Chardonnay 2015,Weingut Bründlmayer,Austria·Niederösterreich,4,113
Vouvray Sec 2016,Philippe Foreau,France·Vouvray,4,112
Barolo Le Brunate 2012,Francesco Rinaldi & Figli,Italy·Barolo,4,95
Ashmead Cabernet Sauvignon 2015,Elderton,Australia·Barossa,4,89
Taurasi Pago Dei Fusi 2010,Terredora,Italy·Taurasi,4,88
Saint-Joseph Les Serines 2015,Yves Cuilleron,France·Saint-Joseph,4,87
Les Calcaires Sancerre Blanc 2017,Lucien Crochet,France·Sancerre,4,82
Cavaliere 2012,Michele Satta,Italy·Toscana,4,79
Limited Edition Langhe Bianco 2016,La Spinetta,Italy·Langhe,4,77
Graacher Himmelreich Riesling Auslese 2012,Joh. Jos. Prüm,Germany·Graach,4,75
Bugialla Chianti Classico Riserva 2016,Poggerino,Italy·Chianti Classico,4,73
Organic Meritage OM 2014,Summerhill Pyramid,Canada·Okanagan Valley,4,71
Taurasi 2012,Pietracupa,Italy·Campania,4,68
